ID: 69
0.52	-0.77	0.08	1.22
0.52	-0.78	0.07	1.22
0.52	-0.82	0.06	1.23
0.52	-0.80	0.07	1.24
0.52	-0.80	0.06	1.25
0.52	-0.84	0.05	1.25
0.52	-0.83	0.06	1.25
0.52	-0.82	0.05	1.26
0.52	-0.85	0.05	1.27
0.52	-0.85	0.07	1.27
0.52	-0.84	0.06	1.28
0.52	-0.85	0.09	1.28
0.52	-0.88	0.10	1.28
0.52	-0.87	0.08	1.29
0.52	-0.85	0.09	1.29
0.52	-0.89	0.09	1.30
0.52	-0.88	0.08	1.31
0.52	-0.87	0.09	1.32
0.52	-0.89	0.07	1.33
0.52	-0.91	0.06	1.34
0.52	-0.88	0.08	1.35
0.52	-0.90	0.07	1.35
0.52	-0.92	0.06	1.35
0.52	-0.90	0.08	1.36
0.52	-0.91	0.05	1.36
0.52	-0.93	0.07	1.37
0.52	-0.93	0.09	1.37
0.52	-0.92	0.07	1.38
0.52	-0.95	0.09	1.39
0.52	-0.96	0.11	1.39
0.52	-0.94	0.10	1.40
0.52	-0.95	0.12	1.41
0.52	-0.98	0.12	1.41
0.52	-0.96	0.09	1.41
0.53	-0.96	0.10	1.42
0.53	-0.98	0.08	1.42
0.53	-0.97	0.07	1.43
0.53	-0.96	0.08	1.43
0.53	-0.98	0.07	1.44
0.53	-0.98	0.07	1.44
0.53	-0.98	0.08	1.45
0.53	-0.98	0.09	1.45
0.53	-1.01	0.08	1.46
0.53	-1.02	0.07	1.47
0.53	-1.01	0.08	1.47
0.53	-1.03	0.07	1.49
0.53	-1.04	0.08	1.49
0.53	-1.02	0.09	1.49
0.53	-1.03	0.08	1.50
0.53	-1.05	0.10	1.50
0.53	-1.03	0.11	1.51
0.53	-1.04	0.11	1.53
0.53	-1.06	0.12	1.53
0.53	-1.06	0.14	1.53
0.53	-1.07	0.12	1.54
0.53	-1.09	0.13	1.55
0.53	-1.09	0.11	1.55
0.53	-1.08	0.10	1.56
0.53	-1.10	0.12	1.57
0.53	-1.11	0.10	1.58
0.53	-1.10	0.09	1.59
0.53	-1.11	0.11	1.59
0.53	-1.12	0.10	1.59
0.53	-1.12	0.12	1.61
0.53	-1.13	0.13	1.61
0.53	-1.14	0.12	1.62
0.53	-1.14	0.12	1.63
0.53	-1.15	0.14	1.63
0.53	-1.15	0.13	1.63
0.53	-1.17	0.15	1.65
0.53	-1.18	0.16	1.65
0.53	-1.18	0.15	1.66
0.53	-1.19	0.15	1.67
0.53	-1.19	0.16	1.68
0.53	-1.19	0.14	1.71
0.53	-1.20	0.14	1.73
0.53	-1.22	0.13	1.75
0.53	-1.20	0.13	1.78
0.53	-1.21	0.13	1.81
0.53	-1.22	0.14	1.83
0.53	-1.22	0.14	1.87
0.53	-1.26	0.13	1.90
0.53	-1.25	0.13	1.95
0.53	-1.25	0.12	2.01
0.53	-1.30	0.12	2.06
0.53	-1.30	0.13	2.14
0.53	-1.28	0.14	2.22
0.53	-1.33	0.14	2.30
0.53	-1.34	0.16	2.40
0.53	-1.32	0.16	2.49
0.53	-1.36	0.17	2.55
0.53	-1.40	0.17	2.61
0.53	-1.36	0.15	2.63
0.53	-1.37	0.16	2.62
0.53	-1.41	0.13	2.60
0.53	-1.38	0.12	2.60
0.53	-1.37	0.13	2.59
0.53	-1.41	0.11	2.60
0.53	-1.41	0.12	2.61
0.53	-1.39	0.14	2.60
0.53	-1.42	0.12	2.60
0.53	-1.44	0.15	2.60
0.53	-1.42	0.15	2.61
0.53	-1.42	0.13	2.62
0.53	-1.46	0.14	2.62
0.53	-1.45	0.12	2.62
0.53	-1.43	0.10	2.62
0.53	-1.47	0.12	2.62
0.53	-1.46	0.11	2.62
0.53	-1.44	0.10	2.62
0.53	-1.47	0.12	2.63
0.53	-1.47	0.11	2.63
0.53	-1.46	0.13	2.64
0.53	-1.48	0.14	2.65
0.53	-1.48	0.11	2.64
0.53	-1.48	0.12	2.65
0.53	-1.49	0.13	2.66
0.53	-1.49	0.13	2.65
0.53	-1.51	0.14	2.66
0.53	-1.52	0.16	2.66
0.53	-1.52	0.15	2.66
0.53	-1.55	0.15	2.66
0.53	-1.53	0.15	2.66
0.53	-1.52	0.13	2.66
0.53	-1.55	0.14	2.67
0.53	-1.54	0.13	2.67
0.53	-1.53	0.12	2.68
0.53	-1.56	0.13	2.69
0.54	-1.55	0.14	2.68
0.54	-1.54	0.14	2.69
0.54	-1.56	0.14	2.70
0.54	-1.56	0.15	2.70
0.54	-1.57	0.14	2.71
0.54	-1.57	0.13	2.71
0.54	-1.58	0.14	2.71
0.54	-1.58	0.12	2.72
0.54	-1.58	0.12	2.72
0.54	-1.59	0.13	2.72
0.54	-1.60	0.12	2.72
0.54	-1.59	0.15	2.72
0.54	-1.62	0.15	2.73
0.54	-1.62	0.14	2.73
0.54	-1.59	0.16	2.73
0.54	-1.64	0.14	2.73
0.54	-1.63	0.12	2.74
0.54	-1.59	0.14	2.75
0.54	-1.67	0.11	2.75
0.54	-1.65	0.11	2.75
0.54	-1.60	0.13	2.75
0.54	-1.68	0.12	2.76
0.54	-1.69	0.14	2.77
0.54	-1.64	0.16	2.77
0.54	-1.70	0.13	2.77
0.54	-1.71	0.14	2.77
0.54	-1.66	0.16	2.78
0.54	-1.70	0.14	2.78
0.54	-1.71	0.16	2.79
0.54	-1.69	0.15	2.79
0.54	-1.70	0.13	2.79
0.54	-1.74	0.15	2.80
0.54	-1.71	0.14	2.80
0.54	-1.70	0.12	2.81
0.54	-1.75	0.13	2.81
0.54	-1.73	0.11	2.81
0.54	-1.69	0.12	2.83
0.54	-1.75	0.13	2.83
0.54	-1.74	0.10	2.83
0.54	-1.70	0.13	2.85
0.54	-1.78	0.15	2.85
0.54	-1.77	0.14	2.85
0.54	-1.73	0.16	2.86
0.54	-1.80	0.17	2.86
0.54	-1.81	0.14	2.87
0.54	-1.75	0.15	2.87
0.54	-1.80	0.14	2.86
0.54	-1.84	0.13	2.86
0.54	-1.79	0.15	2.87
0.54	-1.79	0.14	2.87
0.54	-1.85	0.13	2.88
0.54	-1.82	0.13	2.89
0.54	-1.79	0.14	2.89
0.54	-1.84	0.14	2.89
0.54	-1.86	0.14	2.90
0.54	-1.81	0.14	2.90
0.54	-1.86	0.12	2.90
0.54	-1.90	0.13	2.90
0.54	-1.85	0.13	2.91
0.54	-1.88	0.13	2.91
0.54	-1.93	0.14	2.91
0.54	-1.90	0.14	2.91
0.54	-1.90	0.14	2.91
0.55	-1.93	0.15	2.91
0.55	-1.92	0.15	2.92
0.55	-1.93	0.13	2.93
0.55	-1.94	0.14	2.92
0.55	-1.95	0.11	2.92
0.55	-1.96	0.10	2.93
0.55	-1.95	0.11	2.93
0.55	-1.98	0.08	2.94
0.55	-1.99	0.08	2.94
0.55	-1.99	0.10	2.93
0.55	-2.01	0.09	2.94
0.55	-2.01	0.11	2.94
0.55	-2.04	0.09	2.95
0.55	-2.02	0.07	2.96
0.55	-2.02	0.09	2.96
0.55	-2.09	0.08	2.96
0.55	-2.03	0.08	2.98
0.55	-2.03	0.12	2.98
0.55	-2.10	0.11	2.97
0.55	-2.08	0.09	2.98
0.55	-2.06	0.11	2.99
0.55	-2.11	0.09	3.00
0.55	-2.15	0.04	3.00
0.55	-2.08	0.06	3.01
0.55	-2.11	0.03	3.00
0.55	-2.15	0.01	3.01
0.55	-2.12	0.04	3.01
0.55	-2.10	0.03	3.01
0.55	-2.16	0.03	3.02
0.55	-2.14	0.04	3.02
0.55	-2.12	0.04	3.02
0.55	-2.19	0.04	3.02
0.55	-2.18	0.04	3.02
0.55	-2.15	0.05	3.02
0.55	-2.21	0.04	3.03
0.55	-2.20	0.05	3.03
0.55	-2.17	0.06	3.03
0.55	-2.21	0.06	3.04
0.55	-2.21	0.08	3.04
0.55	-2.20	0.09	3.04
0.55	-2.21	0.07	3.05
0.55	-2.22	0.08	3.05
0.55	-2.21	0.07	3.05
0.55	-2.22	0.05	3.06
0.55	-2.22	0.06	3.06
0.55	-2.22	0.04	3.07
0.55	-2.23	0.03	3.08
0.55	-2.23	0.05	3.09
0.55	-2.24	0.04	3.10
0.55	-2.25	0.06	3.10
0.55	-2.24	0.07	3.11
0.55	-2.26	0.04	3.12
0.55	-2.27	0.05	3.13
0.55	-2.26	0.06	3.13
0.55	-2.27	0.04	3.14
0.55	-2.29	0.06	3.15
0.55	-2.28	0.08	3.16
0.55	-2.29	0.07	3.16
0.55	-2.31	0.08	3.17
0.55	-2.30	0.07	3.17
0.55	-2.31	0.05	3.17
0.55	-2.34	0.06	3.18
0.55	-2.32	0.04	3.18
0.55	-2.32	0.03	3.19
0.55	-2.34	0.04	3.20
0.55	-2.33	0.04	3.21
0.55	-2.33	0.05	3.22
0.55	-2.33	0.06	3.23
0.55	-2.34	0.05	3.24
0.55	-2.35	0.05	3.25
0.55	-2.35	0.05	3.25
0.55	-2.35	0.05	3.26
0.55	-2.39	0.04	3.27
0.55	-2.37	0.05	3.27
0.55	-2.37	0.06	3.28
0.55	-2.40	0.06	3.29
0.55	-2.38	0.08	3.29
0.55	-2.38	0.09	3.30
0.55	-2.41	0.08	3.32
0.55	-2.40	0.10	3.32
0.55	-2.40	0.08	3.33
0.55	-2.41	0.06	3.33
0.55	-2.41	0.04	3.34
0.55	-2.39	0.03	3.35
0.55	-2.39	0.03	3.36
0.55	-2.41	0.06	3.37
0.55	-2.40	0.05	3.38
0.55	-2.38	0.05	3.39
0.55	-2.42	0.07	3.39
0.55	-2.44	0.06	3.39
0.55	-2.39	0.06	3.41
0.55	-2.42	0.06	3.41
0.55	-2.46	0.07	3.41
0.55	-2.42	0.06	3.42
0.56	-2.43	0.06	3.43
0.56	-2.47	0.06	3.43
0.56	-2.44	0.06	3.45
0.56	-2.47	0.07	3.45
0.56	-2.48	0.09	3.45
0.56	-2.47	0.08	3.46
0.56	-2.50	0.08	3.46
0.56	-2.50	0.09	3.47
0.56	-2.50	0.07	3.48
0.56	-2.53	0.08	3.48
0.56	-2.52	0.07	3.49
0.56	-2.51	0.06	3.50
0.56	-2.55	0.08	3.50
0.56	-2.53	0.07	3.50
0.56	-2.53	0.07	3.52
0.56	-2.57	0.08	3.52
0.56	-2.53	0.06	3.53
0.56	-2.53	0.07	3.53
0.56	-2.57	0.09	3.53
0.56	-2.53	0.07	3.54
0.56	-2.54	0.08	3.55
0.56	-2.59	0.09	3.56
0.56	-2.56	0.08	3.56
0.56	-2.56	0.09	3.57
0.56	-2.61	0.08	3.57
0.56	-2.60	0.07	3.57
0.56	-2.58	0.07	3.58
0.56	-2.62	0.06	3.58
0.56	-2.63	0.07	3.58
0.56	-2.61	0.06	3.59
0.56	-2.63	0.07	3.58
0.56	-2.65	0.08	3.59
0.56	-2.64	0.07	3.60
0.56	-2.65	0.08	3.60
0.56	-2.67	0.07	3.60
0.56	-2.68	0.05	3.61
0.56	-2.65	0.07	3.61
0.56	-2.69	0.05	3.61
0.56	-2.72	0.03	3.61
0.56	-2.68	0.06	3.62
0.56	-2.71	0.06	3.62
0.56	-2.75	0.08	3.62
0.56	-2.71	0.10	3.62
0.56	-2.73	0.09	3.62
0.56	-2.78	0.10	3.62
0.56	-2.73	0.11	3.63
0.56	-2.73	0.09	3.63
0.56	-2.81	0.09	3.63
0.56	-2.77	0.07	3.64
0.56	-2.73	0.05	3.64
0.56	-2.81	0.07	3.64
0.56	-2.76	0.06	3.64
0.56	-2.73	0.04	3.66
0.56	-2.79	0.06	3.66
0.56	-2.78	0.04	3.66
0.56	-2.75	0.03	3.67
0.56	-2.77	0.05	3.67
0.56	-2.77	0.03	3.67
0.56	-2.78	0.03	3.67
0.56	-2.79	0.05	3.68
0.56	-2.77	0.05	3.68
0.56	-2.82	0.06	3.68
0.56	-2.82	0.06	3.68
0.56	-2.78	0.06	3.69
0.56	-2.86	0.05	3.69
0.56	-2.86	0.04	3.69
0.56	-2.80	0.05	3.69
0.56	-2.87	0.03	3.69
0.56	-2.87	0.04	3.69
0.56	-2.81	0.05	3.70
0.56	-2.87	0.04	3.71
0.56	-2.88	0.05	3.71
0.56	-2.85	0.05	3.73
0.56	-2.86	0.03	3.74
0.56	-2.90	0.04	3.74
0.56	-2.89	0.02	3.75
0.56	-2.87	0.02	3.77
0.56	-2.89	0.03	3.77
0.56	-2.92	0.01	3.79
0.56	-2.90	0.03	3.80
0.56	-2.87	0.05	3.80
0.56	-2.94	0.04	3.81
0.56	-2.93	0.04	3.82
0.56	-2.85	0.05	3.83
0.56	-2.94	0.03	3.83
0.56	-2.96	0.04	3.84
0.56	-2.85	0.02	3.86
0.56	-2.91	0.01	3.87
0.56	-2.99	0.02	3.88
0.56	-2.87	0.02	3.90
0.56	-2.87	0.01	3.91
0.56	-2.98	-0.00	3.92
0.56	-2.88	-0.00	3.94
0.56	-2.85	-0.03	3.96
0.56	-2.96	-0.03	3.97
0.57	-2.90	-0.03	3.98
0.57	-2.89	-0.04	4.00
0.57	-2.97	-0.04	4.01
0.57	-2.94	-0.03	4.02
0.57	-2.92	-0.03	4.04
0.57	-2.97	-0.05	4.04
0.57	-2.97	-0.04	4.04
0.57	-2.96	-0.05	4.05
0.57	-2.96	-0.05	4.06
0.57	-3.00	-0.05	4.06
0.57	-2.97	-0.07	4.07
0.57	-2.95	-0.04	4.08
0.57	-3.03	-0.04	4.08
0.57	-2.99	-0.04	4.09
0.57	-2.94	-0.02	4.10
0.57	-3.03	-0.03	4.09
0.57	-3.04	-0.06	4.10
0.57	-2.95	-0.05	4.12
0.57	-3.04	-0.07	4.11
0.57	-3.10	-0.09	4.12
0.57	-3.00	-0.07	4.14
0.57	-3.05	-0.09	4.14
0.57	-3.13	-0.10	4.14
0.57	-3.04	-0.07	4.16
0.57	-3.06	-0.07	4.16
0.57	-3.14	-0.06	4.17
0.57	-3.07	-0.05	4.18
0.57	-3.07	-0.05	4.18
0.57	-3.16	-0.06	4.18
0.57	-3.13	-0.06	4.19
0.57	-3.09	-0.06	4.20
0.57	-3.17	-0.07	4.21
0.57	-3.18	-0.06	4.21
0.57	-3.13	-0.06	4.22
0.57	-3.18	-0.06	4.22
0.57	-3.19	-0.05	4.23
0.57	-3.12	-0.05	4.25
0.57	-3.16	-0.06	4.26
0.57	-3.19	-0.06	4.26
0.57	-3.16	-0.07	4.28
0.57	-3.17	-0.07	4.29
0.57	-3.18	-0.06	4.29
0.57	-3.17	-0.07	4.30
0.57	-3.18	-0.07	4.30
0.57	-3.18	-0.06	4.31
0.57	-3.19	-0.06	4.32
0.57	-3.22	-0.05	4.32
0.57	-3.21	-0.05	4.33
0.57	-3.19	-0.07	4.33
0.57	-3.24	-0.05	4.34
0.57	-3.26	-0.05	4.35
0.57	-3.19	-0.06	4.36
0.57	-3.25	-0.05	4.36
0.57	-3.28	-0.08	4.37
0.57	-3.23	-0.09	4.38
0.57	-3.25	-0.08	4.39
0.57	-3.29	-0.08	4.39
0.57	-3.25	-0.09	4.40
0.57	-3.26	-0.09	4.40
0.57	-3.31	-0.11	4.40
0.57	-3.30	-0.12	4.41
0.57	-3.29	-0.12	4.42
0.57	-3.30	-0.13	4.43
0.58	-3.33	-0.12	4.44
0.58	-3.32	-0.10	4.44
0.58	-3.31	-0.10	4.45
0.58	-3.35	-0.08	4.46
0.58	-3.37	-0.07	4.46
0.58	-3.34	-0.08	4.46
0.58	-3.37	-0.07	4.47
0.58	-3.41	-0.09	4.48
0.58	-3.37	-0.11	4.49
0.58	-3.38	-0.09	4.50
0.58	-3.41	-0.10	4.50
0.58	-3.40	-0.11	4.52
0.58	-3.40	-0.08	4.54
0.58	-3.42	-0.09	4.54
0.58	-3.44	-0.07	4.56
0.58	-3.43	-0.05	4.58
0.58	-3.44	-0.07	4.59
0.58	-3.47	-0.07	4.61
0.58	-3.48	-0.06	4.61
0.58	-3.46	-0.07	4.62
0.58	-3.47	-0.06	4.65
0.58	-3.51	-0.06	4.65
0.58	-3.50	-0.06	4.65
0.58	-3.49	-0.04	4.67
0.58	-3.51	-0.03	4.67
0.58	-3.54	-0.05	4.68
0.58	-3.51	-0.05	4.70
0.58	-3.52	-0.06	4.70
0.58	-3.57	-0.07	4.71
0.58	-3.54	-0.07	4.73
0.58	-3.52	-0.06	4.74
0.58	-3.58	-0.07	4.75
0.58	-3.56	-0.06	4.76
0.58	-3.53	-0.06	4.77
0.58	-3.59	-0.07	4.78
0.58	-3.61	-0.06	4.79
0.58	-3.56	-0.04	4.78
0.58	-3.60	-0.06	4.79
0.58	-3.63	-0.07	4.80
0.58	-3.58	-0.06	4.81
0.58	-3.59	-0.07	4.82
0.58	-3.63	-0.06	4.83
0.58	-3.62	-0.07	4.84
0.58	-3.60	-0.08	4.86
0.58	-3.66	-0.05	4.85
0.58	-3.68	-0.06	4.86
0.58	-3.63	-0.07	4.89
0.58	-3.67	-0.07	4.88
0.58	-3.71	-0.08	4.89
0.58	-3.64	-0.08	4.90
0.58	-3.66	-0.06	4.90
0.58	-3.73	-0.08	4.91
0.58	-3.68	-0.05	4.92
0.58	-3.67	-0.03	4.93
0.58	-3.74	-0.04	4.94
0.58	-3.71	-0.03	4.96
0.58	-3.67	-0.03	4.98
0.58	-3.74	-0.05	4.99
0.58	-3.73	-0.04	5.00
0.58	-3.69	-0.07	5.02
0.58	-3.72	-0.08	5.02
0.58	-3.74	-0.06	5.03
0.58	-3.70	-0.07	5.04
0.58	-3.71	-0.13	5.05
0.58	-3.74	-0.11	5.06
0.58	-3.72	-0.17	5.07
0.58	-3.74	-0.17	5.07
0.58	-3.75	-0.17	5.09
0.58	-3.74	-0.19	5.09
0.58	-3.76	-0.17	5.10
0.58	-3.77	-0.15	5.10
0.58	-3.76	-0.16	5.12
0.58	-3.77	-0.16	5.13
0.58	-3.79	-0.17	5.13
0.58	-3.79	-0.18	5.14
0.58	-3.79	-0.16	5.15
0.58	-3.81	-0.17	5.15
0.58	-3.82	-0.19	5.16
0.58	-3.81	-0.18	5.17
0.58	-3.82	-0.19	5.18
0.58	-3.85	-0.17	5.18
0.58	-3.84	-0.15	5.19
0.58	-3.83	-0.16	5.19
0.58	-3.87	-0.14	5.20
0.58	-3.87	-0.14	5.21
0.58	-3.86	-0.15	5.21
0.58	-3.90	-0.15	5.22
0.58	-3.90	-0.14	5.23
0.58	-3.88	-0.16	5.23
0.58	-3.90	-0.16	5.24
0.58	-3.92	-0.17	5.25
0.58	-3.90	-0.18	5.25
0.58	-3.92	-0.17	5.27
0.58	-3.92	-0.17	5.27
0.58	-3.92	-0.18	5.28
0.59	-3.93	-0.18	5.29
0.59	-3.94	-0.18	5.29
0.59	-3.93	-0.19	5.30
0.59	-3.93	-0.19	5.32
0.59	-3.93	-0.19	5.32
0.59	-3.95	-0.20	5.34
0.59	-3.95	-0.19	5.34
0.59	-3.96	-0.18	5.35
0.59	-3.98	-0.19	5.36
0.59	-3.99	-0.17	5.37
0.59	-3.99	-0.18	5.37
0.59	-4.00	-0.19	5.39
0.59	-4.00	-0.18	5.39
0.59	-4.00	-0.17	5.40
0.59	-4.01	-0.18	5.42
0.59	-4.01	-0.17	5.43
0.59	-4.01	-0.19	5.44
0.59	-4.02	-0.18	5.45
0.59	-4.03	-0.19	5.46
0.59	-4.03	-0.19	5.47
0.59	-4.05	-0.21	5.48
0.59	-4.05	-0.20	5.48
0.59	-4.05	-0.22	5.49
0.59	-4.08	-0.24	5.49
0.59	-4.06	-0.23	5.50
0.59	-4.06	-0.23	5.51
0.59	-4.09	-0.22	5.51
0.59	-4.06	-0.20	5.52
0.59	-4.07	-0.21	5.52
0.59	-4.11	-0.19	5.52
0.59	-4.09	-0.19	5.54
0.59	-4.09	-0.21	5.55
0.59	-4.13	-0.20	5.54
0.59	-4.12	-0.23	5.55
0.59	-4.10	-0.24	5.57
0.59	-4.14	-0.23	5.57
0.59	-4.12	-0.25	5.58
0.59	-4.10	-0.26	5.58
0.59	-4.13	-0.25	5.58
0.59	-4.14	-0.26	5.59
0.59	-4.12	-0.24	5.60
0.59	-4.14	-0.24	5.60
0.59	-4.15	-0.26	5.60
0.59	-4.14	-0.25	5.61
0.59	-4.15	-0.23	5.61
0.59	-4.16	-0.24	5.61
0.59	-4.16	-0.23	5.62
0.59	-4.15	-0.24	5.62
0.59	-4.18	-0.25	5.62
0.59	-4.19	-0.24	5.63
0.59	-4.17	-0.24	5.62
0.59	-4.19	-0.26	5.63
0.59	-4.21	-0.25	5.64
0.59	-4.19	-0.27	5.65
0.59	-4.19	-0.27	5.65
0.59	-4.21	-0.25	5.66
0.59	-4.19	-0.26	5.67
0.59	-4.21	-0.25	5.69
0.59	-4.23	-0.24	5.69
0.59	-4.22	-0.25	5.69
0.59	-4.23	-0.25	5.70
0.59	-4.24	-0.25	5.71
0.59	-4.25	-0.26	5.71
0.59	-4.26	-0.26	5.72
0.60	-4.26	-0.26	5.72
0.60	-4.27	-0.25	5.73
0.60	-4.26	-0.25	5.75
0.60	-4.26	-0.24	5.76
0.60	-4.27	-0.24	5.76
0.60	-4.28	-0.24	5.77
0.60	-4.27	-0.24	5.77
0.60	-4.30	-0.25	5.78
0.60	-4.32	-0.26	5.79
0.60	-4.31	-0.25	5.80
0.60	-4.32	-0.26	5.81
0.60	-4.35	-0.25	5.82
0.60	-4.33	-0.24	5.83
0.60	-4.34	-0.25	5.84
0.60	-4.36	-0.23	5.85
0.60	-4.35	-0.22	5.85
0.60	-4.36	-0.24	5.87
0.60	-4.40	-0.25	5.87
0.60	-4.36	-0.23	5.88
0.60	-4.38	-0.25	5.89
0.60	-4.41	-0.25	5.90
0.60	-4.36	-0.25	5.90
0.60	-4.39	-0.27	5.91
0.60	-4.41	-0.25	5.91
0.60	-4.41	-0.13	5.91
0.60	-4.42	-0.16	5.92
0.60	-4.46	-0.19	5.93
0.60	-4.43	-0.23	5.92
0.60	-4.42	-0.22	5.93
0.60	-4.45	-0.19	5.92
0.60	-4.42	-0.19	5.92
0.60	-4.44	-0.19	5.93
0.60	-4.46	-0.17	5.93
0.60	-4.46	-0.18	5.93
0.60	-4.46	-0.18	5.95
0.60	-4.52	-0.18	5.96
0.60	-4.51	-0.20	5.97
0.60	-4.48	-0.18	5.98
0.60	-4.55	-0.19	5.97
0.60	-4.55	-0.19	5.98
0.60	-4.49	-0.18	6.00
0.60	-4.56	-0.15	6.00
